Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Price Category
Lexus,2006.0,Nigerian Used,157518.0,3300.0,Petrol,Automatic,4160000,0
Toyota,2016.0,Foreign Used,149753.0,2500.0,Hybrid,Automatic,5985000,1
Lexus,2018.0,Foreign Used,47581.0,20.0,Petrol,Automatic,15750000,1
Acura,2008.0,Nigerian Used,174107.0,3700.0,Petrol,Automatic,3744000,0
Acura,2007.0,Foreign Used,142822.0,2300.0,Petrol,Automatic,3570000,0
Mercedes-Benz,2011.0,Foreign Used,203172.0,3500.0,Petrol,Automatic,4410000,0
Land Rover,2008.0,Foreign Used,418613.0,4400.0,Petrol,Automatic,5250000,1
Toyota,2013.0,Nigerian Used,103941.0,2700.0,Petrol,Automatic,12480000,1
Toyota,,,81648.0,,,Automatic,7290000,1
Lincoln,2008.0,Foreign Used,186615.0,3500.0,Petrol,Automatic,3990000,0
Mercedes-Benz,2010.0,Foreign Used,149647.0,3500.0,Petrol,Automatic,8112000,1
Mercedes-Benz,2011.0,Nigerian Used,73624.0,3500.0,Petrol,Automatic,5250000,1
Land Rover,2013.0,Nigerian Used,70430.0,2000.0,Petrol,Automatic,9360000,1
Toyota,2011.0,Foreign Used,244495.0,3500.0,Petrol,Automatic,6090000,1
Toyota,2013.0,Foreign Used,135027.0,2500.0,Petrol,Automatic,5616000,1
Mercedes-Benz,,,144059.0,,,Automatic,4490000,0
Toyota,2006.0,Foreign Used,389832.0,3500.0,Petrol,Automatic,3045000,0
Mercedes-Benz,2009.0,Foreign Used,232438.0,3500.0,Petrol,Automatic,6300000,1
Land Rover,2010.0,Nigerian Used,140366.0,50000.0,Petrol,Automatic,4200000,0
Mercedes-Benz,,,109703.0,,,Automatic,5610000,1
Land Rover,2008.0,Nigerian Used,178780.0,4700.0,Petrol,Automatic,3150000,0
Lexus,2002.0,Foreign Used,132618.0,3000.0,Petrol,Automatic,3328000,0
Mercedes-Benz,,,91151.0,,,Automatic,6170000,1
Mercedes-Benz,2010.0,Nigerian Used,220223.0,3000.0,Petrol,Automatic,4680000,0
Toyota,2009.0,Foreign Used,124609.0,3500.0,Petrol,Automatic,5775000,1
Land Rover,2013.0,Nigerian Used,76069.0,4500.0,Petrol,Automatic,4200000,0
Lexus,2004.0,Foreign Used,158812.0,3300.0,Petrol,Automatic,5408000,1
Lexus,2003.0,Foreign Used,239713.0,4700.0,Petrol,Automatic,5565000,1
Toyota,2015.0,Foreign Used,147257.0,2500.0,Petrol,Automatic,6615000,1
Lexus,2010.0,Nigerian Used,114626.0,3500.0,Hybrid,Automatic,6760000,1
Lexus,2007.0,Foreign Used,151892.0,3500.0,Petrol,Automatic,5200000,1
Toyota,2016.0,Foreign Used,61068.0,2500.0,Petrol,Automatic,7245000,1
Land Rover,2016.0,Foreign Used,70973.0,2000.0,Petrol,Automatic,11550000,1
Lexus,2008.0,Foreign Used,155216.0,3500.0,Petrol,Automatic,4888000,0
Toyota,2011.0,Nigerian Used,235681.0,3500.0,Petrol,Automatic,8528000,1
Mercedes-Benz,,,77475.0,,,Automatic,3395000,0
Toyota,2012.0,Foreign Used,125026.0,3500.0,Petrol,Automatic,8715000,1
Lexus,2004.0,Nigerian Used,,33000.0,Petrol,Automatic,3045000,0
Toyota,2011.0,Foreign Used,244495.0,3500.0,Petrol,Automatic,6090000,1
Mercedes-Benz,2020.0,Foreign Used,20106.0,2000.0,Petrol,Automatic,58800000,1
Toyota,2015.0,Foreign Used,354563.0,2400.0,Petrol,Manual,15750000,1
Toyota,2014.0,Nigerian Used,129798.0,3000.0,Petrol,Automatic,4784000,0
Toyota,2010.0,Nigerian Used,161209.0,2700.0,Petrol,Automatic,5408000,1
Mercedes-Benz,2011.0,Nigerian Used,73624.0,3500.0,Petrol,Automatic,5250000,1
Lexus,2003.0,Foreign Used,239713.0,4700.0,Petrol,Automatic,5565000,1
Mercedes-Benz,2008.0,Nigerian Used,1305.0,3500.0,Petrol,Automatic,3432000,0
Lexus,2004.0,Nigerian Used,366454.0,3300.0,Petrol,Automatic,3432000,0
Lexus,2008.0,Nigerian Used,243860.0,3500.0,Petrol,Automatic,3045000,0
Toyota,2012.0,Foreign Used,373365.0,2500.0,Petrol,Automatic,4725000,0
Mercedes-Benz,2009.0,Nigerian Used,175241.0,3500.0,Petrol,Automatic,3675000,0
Mercedes-Benz,2010.0,Nigerian Used,191748.0,3600.0,Petrol,Automatic,4160000,0
Toyota,2019.0,Brand New,10427.0,24.0,Petrol,Automatic,30450000,1
Mercedes-Benz,,,226924.0,,,Automatic,6394000,1
Mercedes-Benz,,,144784.0,,,Automatic,4266000,0
Toyota,2014.0,Foreign Used,104291.0,2400.0,Petrol,Automatic,5720000,1
Toyota,,,46056.0,,,Automatic,22410000,1
Toyota,2011.0,Foreign Used,160336.0,3500.0,Petrol,Automatic,6240000,1
Toyota,2012.0,Nigerian Used,76334.0,3500.0,Petrol,Automatic,5565000,1
Renault,2005.0,Nigerian Used,60207.0,2000.0,Petrol,Automatic,3675000,0
Lexus,2007.0,Foreign Used,131510.0,3500.0,Petrol,Automatic,4680000,0
Toyota,2008.0,Nigerian Used,113236.0,3500.0,Petrol,Automatic,3885000,0
Mercedes-Benz,,,49835.0,,,Automatic,18826000,1
Toyota,2005.0,Foreign Used,354671.0,3300.0,Petrol,Automatic,3780000,0
Toyota,2010.0,Foreign Used,144121.0,2000.0,Petrol,Automatic,12600000,1
Toyota,2007.0,Foreign Used,154843.0,3500.0,Petrol,Automatic,3255000,0
Lexus,2007.0,Foreign Used,377520.0,4600.0,Petrol,Automatic,4200000,0
Toyota,2008.0,Nigerian Used,198747.0,30.0,Petrol,Automatic,4200000,0
Mercedes-Benz,2008.0,Nigerian Used,1305.0,3500.0,Petrol,Automatic,3432000,0
Toyota,2016.0,Foreign Used,16548.0,2500.0,Petrol,Automatic,12480000,1
Toyota,2014.0,Foreign Used,119965.0,2500.0,Petrol,Automatic,4410000,0
Mercedes-Benz,,,80888.0,,,Automatic,5610000,1
Lexus,2010.0,Foreign Used,188896.0,3500.0,Petrol,Manual,5775000,1
Mercedes-Benz,,,66491.0,,,Automatic,4610000,0
Mini,2012.0,Foreign Used,144286.0,1600.0,Petrol,Automatic,6300000,1
Lexus,2007.0,Foreign Used,148888.0,3500.0,Petrol,Automatic,4680000,0
Lexus,2009.0,Nigerian Used,285775.0,3500.0,Petrol,Automatic,3150000,0
Lexus,2008.0,Nigerian Used,243860.0,3500.0,Petrol,Automatic,3045000,0
Toyota,2011.0,Foreign Used,161948.0,2500.0,Petrol,Automatic,3990000,0
Toyota,2015.0,Foreign Used,154559.0,3500.0,Petrol,Automatic,6825000,1
Mercedes-Benz,2009.0,Foreign Used,95356.0,3000.0,Petrol,Automatic,7350000,1
Toyota,2018.0,Foreign Used,86061.0,35.0,Petrol,Automatic,23920000,1
Toyota,2010.0,Nigerian Used,146899.0,35.0,Petrol,Automatic,5200000,1
Lexus,2008.0,Foreign Used,169463.0,3500.0,Petrol,Automatic,4410000,0
Toyota,2009.0,Nigerian Used,225960.0,2700.0,Petrol,Automatic,6552000,1
Toyota,2012.0,Foreign Used,143428.0,2500.0,Petrol,Automatic,5720000,1
Toyota,2008.0,Nigerian Used,259700.0,35.0,Petrol,Automatic,5200000,1
Mercedes-Benz,2020.0,Foreign Used,20106.0,2000.0,Petrol,Automatic,58800000,1
Toyota,2011.0,Nigerian Used,80973.0,35.0,Petrol,Automatic,7280000,1
Mercedes-Benz,2008.0,Nigerian Used,89833.0,5500.0,Petrol,Automatic,4200000,0
Toyota,2011.0,Nigerian Used,215641.0,2500.0,Petrol,Automatic,5250000,1
Land Rover,2007.0,Nigerian Used,216498.0,4700.0,Petrol,Automatic,3150000,0
Toyota,2012.0,Nigerian Used,284635.0,2700.0,Petrol,Automatic,5720000,1
Mercedes-Benz,2015.0,Foreign Used,38636.0,4700.0,Petrol,Automatic,19760000,1
Lexus,,,12915.0,,,Automatic,16810000,1
Lexus,,,149693.0,,,Automatic,5050000,1
Toyota,2011.0,Foreign Used,20473.0,3500.0,Petrol,Automatic,10400000,1
Lexus,2004.0,Foreign Used,272206.0,4700.0,Petrol,Automatic,11440000,1
Mercedes-Benz,2010.0,Nigerian Used,191748.0,3600.0,Petrol,Automatic,4160000,0
Toyota,2011.0,Nigerian Used,92016.0,3500.0,Petrol,Automatic,5880000,1
Lexus,2009.0,Foreign Used,95321.0,3500.0,Petrol,Automatic,6448000,1
Mercedes-Benz,,,173113.0,,,Automatic,5610000,1
Lexus,2013.0,Foreign Used,139005.0,3400.0,Petrol,Automatic,12075000,1
Toyota,2011.0,Foreign Used,217124.0,2700.0,Petrol,Automatic,6760000,1
Toyota,2006.0,Nigerian Used,,4700.0,Petrol,Automatic,3175000,0
Lexus,2005.0,Nigerian Used,109691.0,3300.0,Petrol,Automatic,3360000,0
Lexus,2014.0,Foreign Used,68276.0,3500.0,Petrol,Automatic,15600000,1
Mercedes-Benz,2010.0,Foreign Used,142261.0,3500.0,Petrol,Automatic,8840000,1
Mercedes-Benz,2013.0,Foreign Used,104536.0,3500.0,Petrol,Automatic,14352000,1
Lexus,,,169971.0,,,Automatic,5386000,1
Lexus,2017.0,Foreign Used,68077.0,3500.0,Petrol,Automatic,26000000,1
Mercedes-Benz,2009.0,Nigerian Used,323392.0,3500.0,Petrol,Automatic,3150000,0
Mercedes-Benz,2013.0,Foreign Used,76441.0,2700.0,Petrol,Automatic,5775000,1
GMC,2013.0,Nigerian Used,178268.0,35000.0,Petrol,Automatic,4788000,0
Mercedes-Benz,,,144059.0,,,Automatic,4490000,0
Lexus,2008.0,Foreign Used,169463.0,3500.0,Petrol,Automatic,4410000,0
Toyota,2009.0,Nigerian Used,89921.0,2700.0,Petrol,Automatic,14560000,1
Toyota,2012.0,Foreign Used,279555.0,2500.0,Petrol,Automatic,4725000,0
Toyota,2002.0,Foreign Used,125606.0,2000.0,Petrol,Automatic,3255000,0
Mercedes-Benz,2016.0,Foreign Used,54116.0,3500.0,Petrol,Automatic,18375000,1
Toyota,2011.0,Nigerian Used,80973.0,35.0,Petrol,Automatic,7280000,1
Lexus,2012.0,Nigerian Used,81214.0,3500.0,Petrol,Automatic,7280000,1
Toyota,2008.0,Foreign Used,199815.0,2400.0,Petrol,Automatic,4410000,0
Toyota,2009.0,Foreign Used,141966.0,4000.0,Petrol,Automatic,4725000,0
Toyota,2011.0,Foreign Used,20473.0,3500.0,Petrol,Automatic,10400000,1
Toyota,2012.0,Nigerian Used,284635.0,2700.0,Petrol,Automatic,5720000,1
Mercedes-Benz,,,144784.0,,,Automatic,4266000,0
Acura,2008.0,Nigerian Used,174861.0,3700.0,Petrol,Automatic,3536000,0
Toyota,2007.0,Nigerian Used,86965.0,5700.0,Petrol,Automatic,4725000,0
Toyota,2005.0,Foreign Used,290022.0,3300.0,Petrol,Automatic,4368000,0
Mercedes-Benz,2010.0,Nigerian Used,150581.0,3500.0,Petrol,Automatic,3465000,0
Land Rover,2006.0,Foreign Used,613630.0,4400.0,Petrol,Automatic,5200000,1
Mercedes-Benz,2008.0,Foreign Used,87432.0,4600.0,Petrol,Automatic,5775000,1
Mercedes-Benz,,,93916.0,,,Automatic,10090000,1
Lexus,2012.0,Nigerian Used,81214.0,3500.0,Petrol,Automatic,7280000,1
Lexus,,,191463.0,,,Automatic,4266000,0
Toyota,2017.0,Foreign Used,98483.0,2700.0,Petrol,Automatic,7350000,1
Lexus,2007.0,Nigerian Used,92530.0,3500.0,Petrol,Automatic,3150000,0
Toyota,2009.0,Foreign Used,86341.0,2400.0,Petrol,Automatic,3465000,0
Toyota,2006.0,Foreign Used,76999.0,2400.0,Petrol,Manual,6300000,1
Mercedes-Benz,2003.0,Foreign Used,168330.0,5500.0,Petrol,Automatic,4200000,0
Acura,2008.0,Nigerian Used,174861.0,3700.0,Petrol,Automatic,3536000,0
Toyota,2002.0,Foreign Used,125606.0,2000.0,Petrol,Automatic,3255000,0
Toyota,2011.0,Foreign Used,163022.0,3500.0,Petrol,Automatic,5460000,1
Mercedes-Benz,2013.0,Foreign Used,76441.0,2700.0,Petrol,Automatic,5775000,1
Toyota,2021.0,Brand New,80.0,4000.0,Petrol,Automatic,46800000,1
Ford,2012.0,Foreign Used,149681.0,3500.0,Petrol,Automatic,5720000,1
Toyota,2013.0,Foreign Used,135027.0,2500.0,Petrol,Automatic,5616000,1
Toyota,2006.0,Nigerian Used,128397.0,3300.0,Hybrid,Automatic,3120000,0
Mercedes-Benz,2008.0,Nigerian Used,89833.0,5500.0,Petrol,Automatic,4200000,0
Toyota,2010.0,Nigerian Used,187491.0,2400.0,Petrol,Manual,6300000,1
Mercedes-Benz,2008.0,Foreign Used,87432.0,4600.0,Petrol,Automatic,5775000,1
Toyota,2008.0,Nigerian Used,309482.0,4000.0,Petrol,Automatic,4200000,0
Mercedes-Benz,,,93916.0,,,Automatic,10090000,1
Mercedes-Benz,2015.0,Foreign Used,183487.0,3500.0,Petrol,Automatic,13650000,1
Land Rover,2007.0,Nigerian Used,216498.0,4700.0,Petrol,Automatic,3150000,0
Toyota,2013.0,Foreign Used,250088.0,2500.0,Petrol,Automatic,5355000,1
Toyota,2017.0,Foreign Used,98483.0,2700.0,Petrol,Automatic,7350000,1
Lexus,2018.0,Foreign Used,53288.0,3500.0,Petrol,Automatic,21000000,1
Land Rover,2015.0,Foreign Used,88166.0,2000.0,Petrol,Automatic,11025000,1
Lexus,2005.0,Nigerian Used,109691.0,3300.0,Petrol,Automatic,3360000,0
Lexus,,,173985.0,,,Automatic,3594000,0
Mercedes-Benz,2013.0,Foreign Used,104536.0,3500.0,Petrol,Automatic,14352000,1
Mercedes-Benz,2013.0,Nigerian Used,250717.0,3500.0,Petrol,Automatic,5250000,1
Toyota,2011.0,Foreign Used,63404.0,3500.0,Petrol,Automatic,8295000,1
Mercedes-Benz,2010.0,Foreign Used,142261.0,3500.0,Petrol,Automatic,8840000,1
Toyota,2014.0,Foreign Used,234273.0,4700.0,Petrol,Automatic,16275000,1
Toyota,2011.0,Foreign Used,161948.0,2500.0,Petrol,Automatic,3990000,0
Ford,2010.0,Foreign Used,155547.0,3500.0,Petrol,Automatic,3952000,0
Mercedes-Benz,2008.0,Nigerian Used,237536.0,3500.0,Petrol,Automatic,3675000,0
Acura,2010.0,Foreign Used,221054.0,3700.0,Petrol,Automatic,9450000,1
Toyota,2005.0,Foreign Used,290022.0,3300.0,Petrol,Automatic,4368000,0
Toyota,2012.0,Foreign Used,350882.0,3500.0,Petrol,Automatic,7176000,1
Toyota,2007.0,Nigerian Used,114531.0,3300.0,Petrol,Automatic,3640000,0
Lexus,2009.0,Nigerian Used,85662.0,35.0,Petrol,Automatic,3640000,0
Toyota,2008.0,Foreign Used,209285.0,3500.0,Petrol,Automatic,3360000,0
Mercedes-Benz,2012.0,Nigerian Used,144761.0,30.0,Petrol,Automatic,7280000,1
Lexus,2015.0,Foreign Used,40837.0,3500.0,Petrol,Automatic,10500000,1
Mercedes-Benz,2006.0,Foreign Used,185092.0,3500.0,Petrol,Automatic,6240000,1
Toyota,2007.0,Foreign Used,181160.0,3500.0,Petrol,Automatic,3360000,0
Toyota,2006.0,Foreign Used,145366.0,3300.0,Petrol,Automatic,4160000,0
Lexus,2015.0,Foreign Used,82357.0,3500.0,Petrol,Automatic,20500000,1
Toyota,2013.0,Foreign Used,100075.0,2500.0,Petrol,Automatic,4200000,0
Lexus,2009.0,Nigerian Used,285775.0,3500.0,Petrol,Automatic,3150000,0
Lexus,,,169971.0,,,Automatic,5386000,1
Mercedes-Benz,2010.0,Foreign Used,124523.0,3000.0,Petrol,Automatic,4095000,0
Mercedes-Benz,2010.0,Foreign Used,116697.0,3500.0,Petrol,Automatic,5565000,1
Ford,2013.0,Foreign Used,140864.0,3500.0,Petrol,Automatic,4725000,0
Toyota,2008.0,Foreign Used,268296.0,3500.0,Petrol,Automatic,3536000,0
Toyota,2014.0,Foreign Used,234273.0,4700.0,Petrol,Automatic,16275000,1
Toyota,2012.0,Foreign Used,279555.0,2500.0,Petrol,Automatic,4725000,0
Toyota,2007.0,Nigerian Used,114531.0,3300.0,Petrol,Automatic,3640000,0
Land Rover,2012.0,Foreign Used,170174.0,5000.0,Petrol,Automatic,12480000,1
Mercedes-Benz,,,58653.0,,,Automatic,3930000,0
Land Rover,,,115456.0,,,Automatic,3370000,0
Mercedes-Benz,,,33326.0,,,Automatic,4714000,0
Lexus,2008.0,Nigerian Used,271598.0,3500.0,Petrol,Automatic,4160000,0
Toyota,2011.0,Foreign Used,297082.0,2500.0,Petrol,Automatic,3990000,0
Mercedes-Benz,2006.0,Nigerian Used,170599.0,3500.0,Petrol,Automatic,3150000,0
Mercedes-Benz,,,69029.0,,,Automatic,9866000,1
Ford,2009.0,Foreign Used,436448.0,4600.0,Petrol,Automatic,6300000,1
Ford,2012.0,Nigerian Used,80400.0,2000.0,Petrol,Automatic,3360000,0
Toyota,2008.0,Nigerian Used,47169.0,57.0,Petrol,Automatic,7280000,1
Mercedes-Benz,,,69029.0,,,Automatic,9866000,1
Toyota,2011.0,Foreign Used,141530.0,3500.0,Petrol,Automatic,6136000,1
Lexus,2004.0,Foreign Used,158812.0,3300.0,Petrol,Automatic,5408000,1
Toyota,2011.0,Foreign Used,297082.0,2500.0,Petrol,Automatic,3990000,0
Toyota,2011.0,Nigerian Used,66737.0,2500.0,Petrol,Automatic,3360000,0
Lexus,2008.0,Nigerian Used,271598.0,3500.0,Petrol,Automatic,4160000,0
Toyota,2010.0,Foreign Used,42452.0,,Petrol,Automatic,8320000,1
Toyota,2005.0,Foreign Used,337681.0,2400.0,Petrol,Automatic,3675000,0
Toyota,2009.0,Foreign Used,354333.0,2400.0,Hybrid,Automatic,3150000,0
Ford,,,258401.0,,,Automatic,3594000,0
Lexus,,,86551.0,,,Automatic,4042000,0
Mercedes-Benz,2005.0,Foreign Used,,3000.0,Diesel,Automatic,3640000,0
Toyota,2010.0,Foreign Used,135904.0,3500.0,Petrol,Automatic,3990000,0
Toyota,2009.0,Foreign Used,86341.0,2400.0,Petrol,Automatic,3465000,0
Toyota,2010.0,Foreign Used,17429.0,4000.0,Petrol,Manual,26250000,1
Lexus,2011.0,Foreign Used,30457.0,3500.0,Petrol,Automatic,9984000,1
Ford,2007.0,Foreign Used,303226.0,3500.0,Petrol,Automatic,3328000,0
Toyota,2013.0,Nigerian Used,89445.0,3500.0,Petrol,Automatic,6760000,1
Ford,2011.0,Nigerian Used,84719.0,3500.0,Petrol,Automatic,5250000,1
Mercedes-Benz,2015.0,Foreign Used,113731.0,2000.0,Petrol,Automatic,12600000,1
Ford,,,201615.0,,,Automatic,4938000,0
Ford,2007.0,Foreign Used,147723.0,4000.0,Petrol,Automatic,3150000,0
Ford,2012.0,Foreign Used,232070.0,3500.0,Petrol,Automatic,7800000,1
Toyota,2011.0,Foreign Used,160336.0,3500.0,Petrol,Automatic,6240000,1
Lexus,2017.0,Nigerian Used,52518.0,35.0,Petrol,Automatic,14700000,1
Ford,2005.0,Foreign Used,164909.0,5400.0,Petrol,Automatic,3045000,0
Toyota,2008.0,Foreign Used,268296.0,3500.0,Petrol,Automatic,3536000,0
Toyota,2011.0,Foreign Used,124744.0,3500.0,Petrol,Automatic,7350000,1
Mercedes-Benz,2012.0,Nigerian Used,69388.0,3500.0,Petrol,Automatic,5250000,1
Toyota,2008.0,Nigerian Used,154929.0,3000.0,,Manual,5200000,1
Toyota,2011.0,Nigerian Used,185520.0,3500.0,Petrol,Automatic,5225000,1
Ford,2013.0,Nigerian Used,88432.0,2000.0,Petrol,Automatic,3675000,0
Ford,2011.0,Nigerian Used,143007.0,3500.0,Petrol,Automatic,5250000,1
Lexus,2008.0,Nigerian Used,71151.0,3500.0,Petrol,Automatic,3744000,0
Ford,2009.0,Foreign Used,436448.0,4600.0,Petrol,Automatic,6300000,1
Acura,2010.0,Foreign Used,370878.0,3700.0,Petrol,Automatic,3990000,0
Buick,,,55388.0,,,Automatic,4770000,0
Toyota,2021.0,Brand New,968.0,30.0,Petrol,Automatic,41600000,1
Toyota,2016.0,Foreign Used,16548.0,2500.0,Petrol,Automatic,12480000,1
Lexus,2007.0,Foreign Used,82850.0,3500.0,Petrol,Automatic,4690000,0
Ford,2013.0,Foreign Used,217417.0,3500.0,Petrol,Automatic,6240000,1
Mercedes-Benz,2010.0,Nigerian Used,33789.0,30.0,Petrol,Automatic,5250000,1
Ford,2005.0,Foreign Used,212433.0,3000.0,Petrol,Automatic,4200000,0
Mercedes-Benz,2017.0,Nigerian Used,39674.0,3500.0,Petrol,Automatic,13650000,1
Lexus,2010.0,Foreign Used,120660.0,3500.0,Petrol,Automatic,8400000,1
Toyota,2011.0,Nigerian Used,92016.0,3500.0,Petrol,Automatic,5880000,1
Ford,2014.0,Nigerian Used,68871.0,2000.0,Petrol,Automatic,7280000,1
Mercedes-Benz,2010.0,Nigerian Used,131144.0,45.0,Petrol,Automatic,4410000,0
Lexus,2008.0,Nigerian Used,64129.0,4600.0,Petrol,Automatic,3465000,0
Toyota,2008.0,Foreign Used,418753.0,3500.0,Petrol,Automatic,7592000,1
Mercedes-Benz,2008.0,Foreign Used,140038.0,4600.0,Petrol,Automatic,5250000,1
Ford,2011.0,Foreign Used,265935.0,3500.0,Petrol,Automatic,4410000,0
Ford,2001.0,Nigerian Used,173113.0,3500.0,Petrol,Automatic,4200000,0
Land Rover,2008.0,Nigerian Used,178406.0,4400.0,Petrol,Automatic,3360000,0
Lexus,2009.0,Foreign Used,95321.0,3500.0,Petrol,Automatic,6448000,1
Ford,2017.0,Nigerian Used,124596.0,2000.0,Petrol,Automatic,12600000,1
Ford,2007.0,Foreign Used,171104.0,3500.0,Petrol,Automatic,3952000,0
Ford,2012.0,Nigerian Used,140197.0,2500.0,Petrol,Manual,5250000,1
Lexus,2006.0,Nigerian Used,130145.0,4700.0,Petrol,Automatic,3255000,0
Mercedes-Benz,2009.0,Nigerian Used,323392.0,3500.0,Petrol,Automatic,3150000,0
Ford,2014.0,Nigerian Used,70964.0,36.0,Petrol,Automatic,5200000,1
Toyota,2006.0,Foreign Used,201305.0,3000.0,Petrol,Automatic,3465000,0
Lexus,2011.0,Nigerian Used,196286.0,4600.0,Petrol,Automatic,15600000,1
Mercedes-Benz,2011.0,Foreign Used,200436.0,4600.0,Petrol,Automatic,8900000,1
Ford,2010.0,Foreign Used,134105.0,3500.0,Petrol,Automatic,3675000,0
Toyota,2012.0,Foreign Used,153345.0,2700.0,Petrol,Automatic,8112000,1
Toyota,2010.0,Nigerian Used,76966.0,5700.0,Petrol,Automatic,5775000,1
Lexus,2007.0,Nigerian Used,,3500.0,Petrol,Automatic,2310000,0
Mercedes-Benz,2011.0,Foreign Used,195029.0,3000.0,Petrol,Automatic,6240000,1
Ford,2014.0,Nigerian Used,271943.0,3500.0,Petrol,Automatic,5200000,1
Lexus,2010.0,Nigerian Used,114626.0,3500.0,Hybrid,Automatic,6760000,1
Mercedes-Benz,2018.0,Foreign Used,115896.0,3500.0,Petrol,Automatic,24150000,1
Ford,2012.0,Foreign Used,1284898.0,3500.0,Petrol,Automatic,5250000,1
Toyota,2012.0,Nigerian Used,162229.0,2700.0,Petrol,Automatic,12600000,1
Lexus,2007.0,Nigerian Used,140981.0,3500.0,Petrol,Automatic,3150000,0
Ford,2012.0,Foreign Used,201267.0,3500.0,Petrol,Automatic,4725000,0
Lexus,,,215685.0,,,Automatic,4042000,0
Lexus,2006.0,Nigerian Used,90235.0,2500.0,Petrol,Automatic,3120000,0
Toyota,2007.0,Foreign Used,282688.0,2400.0,Petrol,Automatic,3450000,0
Lexus,2007.0,Foreign Used,171869.0,4600.0,Petrol,Automatic,5720000,1
Toyota,2012.0,Foreign Used,124506.0,2500.0,Petrol,Automatic,5565000,1
Mercedes-Benz,,,21973.0,,,Automatic,15690000,1
Mercedes-Benz,2009.0,Foreign Used,96757.0,3000.0,Diesel,Automatic,4620000,0
Mercedes-Benz,2010.0,Nigerian Used,65084.0,3000.0,Petrol,Automatic,4264000,0
Mercedes-Benz,2012.0,Foreign Used,55264.0,3500.0,Petrol,Automatic,14352000,1
Mercedes-Benz,,,60837.0,,,Automatic,8410000,1
Toyota,2014.0,Nigerian Used,47523.0,3500.0,Petrol,Automatic,9880000,1
Lexus,2012.0,Nigerian Used,96283.0,2500.0,Petrol,Automatic,4200000,0
Toyota,2012.0,Foreign Used,198938.0,3500.0,Petrol,Automatic,6090000,1
Toyota,2013.0,Nigerian Used,44496.0,2600.0,Petrol,Automatic,7280000,1
Lexus,2007.0,Nigerian Used,268759.0,2500.0,Petrol,Automatic,3432000,0
Ford,2018.0,Foreign Used,14405.0,3500.0,Petrol,Automatic,18375000,1
Ford,2011.0,Nigerian Used,262832.0,3500.0,Petrol,Automatic,4410000,0
Cadillac,,,289580.0,,,Automatic,6730000,1
Ford,2012.0,Nigerian Used,80400.0,2000.0,Petrol,Automatic,3360000,0
Ford,2012.0,Foreign Used,290049.0,3500.0,Petrol,Automatic,5250000,1
Land Rover,,,107441.0,,,Automatic,3930000,0
Mercedes-Benz,2010.0,Nigerian Used,156987.0,3000.0,Petrol,Automatic,3952000,0
Toyota,2006.0,Nigerian Used,120820.0,3500.0,Petrol,Automatic,3120000,0
Toyota,2007.0,Foreign Used,220902.0,4700.0,Petrol,Automatic,10400000,1
Mercedes-Benz,2009.0,Nigerian Used,103752.0,4700.0,Petrol,Automatic,4410000,0
Land Rover,,,37846.0,,,Automatic,11210000,1
Lexus,2004.0,Nigerian Used,84195.0,4700.0,Petrol,Automatic,4992000,0
Toyota,2008.0,Foreign Used,94447.0,24.0,Petrol,Automatic,3465000,0
Acura,2010.0,Foreign Used,284441.0,3500.0,Petrol,Automatic,5096000,1
Audi,2011.0,Nigerian Used,219042.0,2000.0,Petrol,Automatic,3937500,0
Ford,2013.0,Nigerian Used,220846.0,3500.0,Petrol,Automatic,5250000,1
Toyota,2007.0,Foreign Used,16479.0,3500.0,Petrol,Automatic,3465000,0
Mercedes-Benz,2009.0,Foreign Used,144066.0,3500.0,Petrol,Automatic,3150000,0
Ford,2012.0,Nigerian Used,108572.0,3500.0,Petrol,Automatic,3150000,0
Mercedes-Benz,2007.0,Nigerian Used,239582.0,3500.0,Petrol,Automatic,4056000,0
Toyota,2008.0,Nigerian Used,165146.0,4000.0,Petrol,Automatic,5200000,1
Mercedes-Benz,2009.0,Nigerian Used,159366.0,3500.0,Petrol,Automatic,4992000,0
Toyota,2007.0,Nigerian Used,140882.0,2700.0,Petrol,Automatic,6760000,1
Toyota,2011.0,Nigerian Used,129896.0,3500.0,Petrol,Automatic,4992000,0
Toyota,2007.0,Foreign Used,141956.0,2400.0,Petrol,Automatic,3712800,0
Toyota,2007.0,Foreign Used,153624.0,2400.0,Petrol,Automatic,3255000,0
Toyota,2011.0,Nigerian Used,109174.0,3500.0,Petrol,Automatic,3570000,0
Lexus,2008.0,Nigerian Used,169887.0,3500.0,Petrol,Automatic,3675000,0
Lexus,2010.0,Foreign Used,91604.0,3500.0,Petrol,Automatic,9391200,1
Toyota,2007.0,Foreign Used,16479.0,3500.0,Petrol,Automatic,3465000,0
Lexus,2005.0,Nigerian Used,67744.0,4700.0,Petrol,Automatic,4160000,0
Mercedes-Benz,2010.0,Nigerian Used,33789.0,30.0,Petrol,Automatic,5250000,1
Ford,2011.0,Nigerian Used,262832.0,3500.0,Petrol,Automatic,4410000,0
Lexus,2006.0,Nigerian Used,130145.0,4700.0,Petrol,Automatic,3255000,0
Land Rover,2006.0,Foreign Used,212485.0,4400.0,Petrol,Automatic,6090000,1
Ford,2018.0,Foreign Used,14405.0,3500.0,Petrol,Automatic,18375000,1
Ford,2013.0,Nigerian Used,88432.0,2000.0,Petrol,Automatic,3675000,0
